# Constructed from biom file
#OTU ID	S20	S5	S22	S23	S7	S12	S29	S11	S28	S13	S6	S10	S27	S26	S4	S21
df6a3964ac0218e492ff652c920b3ee8	27.0	0.0	6.0	15.0	3.0	0.0	13.0	0.0	18.0	0.0	0.0	0.0	76.0	15.0	0.0	19.0
5bc68905a3443627c322393feeb9f450	27.0	3.0	4.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	26.0
c2c16a9dda36df4c548399a7464ae8ad	27.0	0.0	3.0	19.0	0.0	0.0	8.0	0.0	17.0	0.0	0.0	0.0	14.0	4.0	0.0	32.0
48828c3a01a8abf0499b89948dfbe753	27.0	160.0	10.0	35.0	110.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	75.0	23.0
91887067bb145372e5ba74a3cdc63b9d	26.0	0.0	7.0	11.0	0.0	5.0	157.0	0.0	104.0	0.0	3.0	0.0	124.0	19.0	0.0	23.0
9f17652ae717e48a7a30eb166a2e3151	26.0	12.0	15.0	74.0	6.0	30.0	55.0	4.0	31.0	10.0	5.0	7.0	199.0	64.0	2.0	30.0
629ba0e592c8defac10a4463adc5d666	26.0	21.0	16.0	13.0	12.0	4.0	6.0	7.0	2.0	7.0	20.0	4.0	6.0	0.0	11.0	20.0
328fa3c6c3fed56e25c643a48c0daefd	26.0	0.0	4.0	13.0	0.0	2.0	3.0	0.0	5.0	0.0	0.0	2.0	0.0	2.0	0.0	8.0
89d4423bcb6eaa14f3ecd7476b84d67e	26.0	3.0	0.0	7.0	0.0	15.0	133.0	0.0	31.0	0.0	0.0	6.0	41.0	11.0	0.0	3.0
8eb8cb4d2d591ddb1f47d15dff25daeb	26.0	0.0	5.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
dbcf3b142feceeaff85520f9cee60146	25.0	17.0	4.0	10.0	0.0	35.0	1.0	4.0	1.0	4.0	4.0	6.0	1.0	0.0	2.0	21.0
e78c268e1a433463dcf189d22149baf5	25.0	0.0	21.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0
979605b4e666cd607de4733c7e6f3af4	25.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	8.0
c579817d792e0b1c0cc1b3be7f27aaca	24.0	14.0	5.0	15.0	8.0	33.0	25.0	11.0	10.0	16.0	18.0	11.0	21.0	5.0	9.0	10.0
6d16eeb95c843abfc6f3e998cadfbab1	24.0	14.0	12.0	6.0	5.0	240.0	39.0	114.0	29.0	90.0	10.0	61.0	81.0	59.0	7.0	10.0
0cbd64d3ecd860b9f0869b3d61406c04	24.0	0.0	11.0	16.0	0.0	0.0	29.0	0.0	30.0	0.0	0.0	0.0	51.0	9.0	0.0	26.0
95f441c9928b46a6d1cee2e62ce3f7e3	24.0	0.0	2.0	14.0	0.0	0.0	188.0	0.0	54.0	0.0	0.0	0.0	205.0	26.0	0.0	13.0
f5aaf3c371988fadb8fc9f5f2912ac36	23.0	0.0	13.0	28.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	2.0	2.0	0.0	26.0
5da600d76b194290cf190a2c81088b40	23.0	7.0	7.0	14.0	2.0	2943.0	2144.0	154.0	564.0	158.0	8.0	591.0	1436.0	216.0	0.0	18.0
e8fa17bd9b0234d619fde36ef57b6277	22.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	11.0
223c38b522ca9ba50d2d48f63e2a3171	22.0	0.0	15.0	33.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	2.0	11.0	0.0	17.0
d1ed5e20d862cebca19933c7fecbe4d8	22.0	5.0	6.0	6.0	3.0	7.0	57.0	2.0	15.0	0.0	8.0	0.0	24.0	6.0	5.0	7.0
cc705fbfd8e81ada3a0dd2581e58e2f2	21.0	0.0	18.0	23.0	0.0	0.0	6.0	0.0	16.0	0.0	0.0	0.0	17.0	6.0	0.0	21.0
55d94a88e31b16e37cbcbb75156e0e4d	21.0	12.0	3.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	10.0
3ceb6cbf0e54da412e204e7bf41bbfa4	21.0	3.0	9.0	16.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	1.0	10.0
a2a940371987e762fb96cd0b406513a9	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
322c8620a8c6973631d315d47d7ce34c	20.0	22.0	18.0	16.0	6.0	80.0	48.0	23.0	42.0	6.0	3.0	22.0	91.0	30.0	5.0	24.0
92007430f59b8e4ab2c3fad10f7e99df	20.0	1.0	4.0	45.0	0.0	4.0	95.0	4.0	37.0	0.0	0.0	2.0	74.0	15.0	0.0	19.0
0be75bd68c15fcf954b4354254a57b7d	20.0	4.0	10.0	22.0	0.0	27.0	2.0	0.0	2.0	2.0	9.0	10.0	0.0	0.0	3.0	10.0
006de27e1d28fe3dde6c0224bb2acef6	20.0	0.0	5.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
50f8bd3611282246af7aaa273d08b321	20.0	33.0	6.0	12.0	9.0	2.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	14.0	12.0
97e1da50605873a6f590b8207371dc8f	20.0	40.0	4.0	9.0	10.0	128.0	126.0	27.0	24.0	18.0	15.0	38.0	16.0	8.0	5.0	13.0
040853ca35fdb2effaf179400be7e6a3	20.0	9.0	10.0	14.0	3.0	72.0	72.0	20.0	57.0	6.0	0.0	3.0	105.0	15.0	0.0	23.0
d03a34f28c34c3b268f30207aad032e1	20.0	42.0	29.0	170.0	22.0	0.0	22.0	0.0	0.0	0.0	26.0	0.0	3.0	0.0	17.0	76.0
b6123381a495b2a1c57113d85a0d8beb	20.0	0.0	4.0	3.0	2.0	3.0	44.0	0.0	17.0	3.0	2.0	4.0	31.0	7.0	3.0	4.0
8cf8c7a0a9df88817b104ac88d8706e0	19.0	79.0	9.0	18.0	60.0	11.0	2.0	7.0	0.0	3.0	47.0	2.0	0.0	0.0	59.0	15.0
3ce9398f5bb5f239b4a55240644bd054	19.0	70.0	1.0	10.0	20.0	4301.0	5342.0	209.0	1350.0	0.0	33.0	1099.0	1217.0	132.0	12.0	30.0
6c681273bf01c1afe97188dde825f6ca	19.0	17.0	12.0	25.0	6.0	11.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	4.0	6.0	26.0
52ebf21ad5237fb6b11bc4b36d882904	19.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
7a8ffecc2c93736aae75c2c8fcb60134	19.0	32.0	6.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	4.0	0.0	14.0	8.0
5adb31e1c3949f90b3c2ab2b03234468	19.0	1.0	6.0	42.0	0.0	0.0	29.0	0.0	5.0	0.0	0.0	0.0	8.0	3.0	0.0	17.0
db4aef4f06b87088330fadeff0eb2ea7	18.0	7.0	0.0	7.0	0.0	0.0	42.0	0.0	2.0	2.0	7.0	0.0	4.0	3.0	2.0	15.0
b409feb19ff56f34977edabc40a607b7	18.0	67.0	19.0	68.0	33.0	0.0	0.0	0.0	2.0	0.0	15.0	0.0	0.0	0.0	32.0	36.0
35a2c4c8f345aa797fa8536eb461f7af	18.0	0.0	6.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
836649fd04eec76338da142d997414ca	18.0	0.0	2.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	15.0
877cf49852b22e00b4ff7c2c8636a26a	18.0	0.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
9a0472d70abd0cb709a122785f3975df	17.0	0.0	0.0	3.0	0.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	16.0	0.0	0.0	6.0
19a731ac6e5abe9a3b863cd21671fd8e	17.0	0.0	4.0	9.0	0.0	0.0	12.0	0.0	10.0	0.0	2.0	0.0	25.0	13.0	0.0	17.0
7e874b17ca6cb416f533c7ed41b23953	17.0	0.0	8.0	13.0	0.0	12.0	24.0	2.0	19.0	0.0	0.0	4.0	16.0	6.0	0.0	16.0
ef1107b7582a6f9aa85a5e1dbceba8fe	17.0	8.0	3.0	8.0	3.0	0.0	47.0	0.0	46.0	0.0	2.0	0.0	59.0	9.0	4.0	9.0
4946381e4305308ac6118ac4fa384257	16.0	0.0	5.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
16a4376d9d42031ed65d462d9bb8db47	16.0	0.0	3.0	7.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	13.0	5.0	0.0	5.0
5fe3335dbe5e37ff416905ff077110ba	16.0	12.0	4.0	12.0	5.0	25.0	22.0	1.0	5.0	0.0	7.0	2.0	23.0	7.0	10.0	8.0
27e0537f03898d76917c9c6f521c273f	16.0	3.0	0.0	2.0	3.0	216.0	25.0	20.0	35.0	35.0	15.0	68.0	116.0	41.0	0.0	3.0
17598e9213112abcec467da19667245c	16.0	47.0	2.0	4.0	11.0	26.0	13.0	6.0	9.0	1.0	14.0	5.0	4.0	2.0	15.0	10.0
48240c1217d083454ffe0742e23a22cd	16.0	9.0	5.0	6.0	0.0	4.0	0.0	1.0	0.0	0.0	5.0	2.0	0.0	3.0	7.0	10.0
e7a27bd3be8fee24b8124af7185007fe	15.0	0.0	4.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
4092e5e4f2ee6b6fe7327c8a1ed8fb69	14.0	1.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	12.0
e7fbe58195c46d085e076cef4c3c6939	14.0	286.0	13.0	44.0	147.0	15.0	0.0	3.0	0.0	0.0	162.0	4.0	0.0	0.0	146.0	14.0
03b86caedfdd85bbf4814fe3a1e275df	14.0	0.0	5.0	19.0	0.0	0.0	11.0	0.0	5.0	0.0	0.0	0.0	11.0	2.0	0.0	18.0
ce78803b84b5b56150ca068e7f555e68	14.0	6.0	3.0	5.0	9.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	2.0	4.0	9.0	7.0
9fe841dcca592ca1d9589b90d338f512	14.0	16.0	2.0	16.0	5.0	26.0	4.0	14.0	2.0	15.0	5.0	5.0	7.0	4.0	6.0	15.0
da6d5fffd3b581baeeb32458ad82b536	13.0	7.0	2.0	9.0	4.0	13.0	4.0	9.0	0.0	7.0	2.0	0.0	3.0	0.0	0.0	14.0
da00f9f86ea94e5218c1ba2275f9c81f	13.0	10.0	2.0	15.0	3.0	1401.0	7.0	304.0	6.0	202.0	7.0	287.0	73.0	22.0	0.0	7.0
0d97f52e6d3168ec36f37a0627018f67	13.0	22.0	0.0	0.0	5.0	230.0	20.0	40.0	0.0	45.0	7.0	48.0	13.0	0.0	20.0	0.0
f582e81e5f83654579f6b1d74ac27af8	13.0	10.0	4.0	12.0	0.0	32.0	8.0	16.0	12.0	9.0	0.0	3.0	16.0	5.0	6.0	9.0
004e649968f2dba3f1b72f8820403138	13.0	53.0	4.0	10.0	19.0	787.0	572.0	113.0	236.0	85.0	31.0	167.0	652.0	193.0	12.0	16.0
2b07837301a257534d243d896f94fd4b	13.0	0.0	7.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
9603591396f69b2852f80c12a15b4757	13.0	0.0	6.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	17.0
1aef4edc76b19e8df5fe525e36797381	13.0	2.0	3.0	6.0	0.0	6.0	2.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	13.0
8e4f9e799e32fa557a08ad521fe7d003	12.0	0.0	3.0	6.0	0.0	0.0	14.0	0.0	9.0	0.0	0.0	0.0	20.0	5.0	0.0	6.0
0097d8d5121b88d2f82a6a020a18b38c	12.0	10.0	4.0	7.0	2.0	154.0	258.0	12.0	159.0	19.0	7.0	54.0	265.0	68.0	2.0	6.0
f1e6d1599f835e5d963a98f1d6eeb734	12.0	2.0	3.0	11.0	0.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	11.0	0.0	0.0	12.0
ea2f9ca936c0cb19014fd13075e7108d	12.0	13.0	3.0	34.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	9.0	8.0
c4e93a2f06175eeb26e75dc36a662294	12.0	0.0	0.0	18.0	0.0	0.0	11.0	0.0	12.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0
ab4ebd62ff5eec5504362ae4c1d49848	12.0	8.0	3.0	24.0	10.0	5.0	5.0	4.0	3.0	3.0	2.0	1.0	3.0	0.0	7.0	13.0
4087ac4a52d1497cc65830ba4d47979d	12.0	2.0	3.0	6.0	2.0	203.0	104.0	37.0	57.0	46.0	7.0	72.0	99.0	30.0	2.0	3.0
76d41855b67fa2d400a324f6b4d826d2	12.0	12.0	3.0	19.0	2.0	36.0	19.0	10.0	12.0	12.0	0.0	10.0	7.0	4.0	2.0	11.0
764ec353cc687220812d6e6920b62833	12.0	0.0	3.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
a2226891c05e1c5efd1f8b1333bc9faf	11.0	6.0	4.0	10.0	2.0	4.0	25.0	4.0	19.0	0.0	0.0	0.0	20.0	4.0	2.0	13.0
35be8c8b1aeb3a49234219ff6600a4a7	11.0	33.0	2.0	7.0	6.0	0.0	7.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0	7.0	7.0
4f79f7d783c650911088346805bc8431	11.0	23.0	10.0	6.0	4.0	27.0	0.0	14.0	0.0	13.0	6.0	2.0	0.0	0.0	7.0	8.0
77c0ba41e451c22d2b4eb4586cbd57f9	11.0	7.0	2.0	7.0	10.0	28.0	28.0	6.0	9.0	9.0	11.0	2.0	30.0	19.0	2.0	9.0
ddec0e71500e82c76c361a2d43a537d7	11.0	8.0	10.0	13.0	5.0	16.0	0.0	5.0	0.0	11.0	9.0	5.0	0.0	0.0	10.0	6.0
