# Constructed from biom file
#OTU ID	S10	S11	S12	S13	S20	S21	S22	S23	S26	S27	S28	S29	S4	S5	S6	S7
1c2b8892a0d7f828d72808cd01cfd199	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	51.0	195.0	62.0	265.0	0.0	0.0	0.0	0.0
7260aa6c651052cca8fad0678791ee54	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	66.0	306.0	85.0	125.0	0.0	20.0	0.0	0.0
03c84cdfe8ec84cc103483729e637895	0.0	0.0	0.0	0.0	175.0	101.0	35.0	149.0	0.0	51.0	0.0	106.0	0.0	52.0	21.0	0.0
98f5c9611f8658fe5b0f008ba1a57747	60.0	57.0	225.0	84.0	0.0	0.0	0.0	0.0	14.0	70.0	46.0	113.0	0.0	18.0	0.0	0.0
ec5eb9f80d7910e09667d1887e0c5642	0.0	0.0	0.0	0.0	309.0	144.0	0.0	224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5c0a168140da5da7c2055b349e16a01b	62.0	99.0	230.0	75.0	25.0	0.0	0.0	0.0	57.0	69.0	30.0	27.0	0.0	0.0	0.0	0.0
b2192d1e6baea70faa8692a00df77785	114.0	41.0	419.0	34.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	9.0	0.0
8e8e729f857dbf655d69176902bd34f9	65.0	173.0	292.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12cc4afb3542b65e5d61828acb8e03b8	70.0	45.0	206.0	44.0	14.0	0.0	0.0	0.0	20.0	96.0	54.0	92.0	0.0	0.0	0.0	0.0
c96d4554f6d48572c0e0c220e750f305	33.0	65.0	158.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189.0	85.0	59.0
8bd1b444fced7a17feb9e142d9b1515f	81.0	146.0	282.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
552f97c51b4b873086895c1b4b03c311	89.0	64.0	318.0	55.0	6.0	0.0	0.0	0.0	0.0	13.0	7.0	0.0	20.0	29.0	17.0	0.0
8c0409dbe97a1df269506337480f99bf	89.0	61.0	216.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	58.0	40.0	49.0
2f6ad99bf5cbf60c5fdff2f98d4c7b07	55.0	0.0	191.0	0.0	0.0	0.0	0.0	0.0	67.0	115.0	53.0	130.0	0.0	0.0	0.0	0.0
2da1ffca6c2b57046ba9d58302618c34	0.0	0.0	0.0	0.0	80.0	72.0	28.0	50.0	16.0	117.0	44.0	43.0	27.0	76.0	31.0	25.0
66f921a32e4b393c44e9fad22bb39763	14.0	21.0	24.0	0.0	0.0	0.0	0.0	0.0	20.0	115.0	103.0	308.0	0.0	0.0	0.0	0.0
9cb66a35dccad8cab7676a3cd3d282ea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	201.0	128.0	201.0	0.0	0.0	0.0	0.0
9fae62f98e41e0f9d1ff3a19f3e646a2	0.0	0.0	14.0	0.0	30.0	15.0	0.0	0.0	0.0	149.0	124.0	263.0	0.0	0.0	0.0	0.0
f3660541f54198fd481168d293f36ca7	132.0	44.0	287.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	76.0	0.0	0.0	0.0	0.0
7722d801a4a4f6092b277f47bc1bbfc0	75.0	22.0	225.0	32.0	19.0	0.0	0.0	0.0	39.0	100.0	39.0	19.0	0.0	0.0	19.0	0.0
50f9e024d63d39ee5f467834b2c3ab48	28.0	45.0	103.0	24.0	2.0	0.0	0.0	0.0	0.0	77.0	57.0	248.0	0.0	0.0	0.0	0.0
3129242a4cc45d0846b58a14d8a7737c	48.0	96.0	232.0	94.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0
fbc3e6e4806d439006ad8fd63030cafd	47.0	127.0	227.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a7bdfec7f5de36159bf58f17d0760bb3	0.0	0.0	0.0	0.0	69.0	70.0	0.0	82.0	33.0	123.0	80.0	96.0	0.0	0.0	0.0	0.0
ebe079455907ab61cba05c45537905e4	0.0	52.0	141.0	56.0	0.0	0.0	0.0	0.0	0.0	16.0	5.0	0.0	59.0	96.0	65.0	52.0
139ca6c6409b47471d0efb692e6bf8a1	0.0	0.0	0.0	0.0	107.0	88.0	28.0	44.0	62.0	102.0	46.0	58.0	0.0	0.0	0.0	0.0
d24522a087457506e1cfd975ab6d18cf	95.0	51.0	379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9424577a75a1ba956246a92c07ab59f0	0.0	0.0	37.0	0.0	24.0	39.0	14.0	73.0	63.0	177.0	25.0	49.0	0.0	11.0	0.0	0.0
283c16bdd280a3efebdd60eb448b33a7	0.0	79.0	386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0
9cbe0c48bf20f3c78927fb382b7b1675	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	212.0	71.0	192.0	0.0	0.0	0.0	0.0
e29070594e0c9be973f163275f2654e9	34.0	33.0	88.0	0.0	68.0	75.0	32.0	100.0	12.0	35.0	17.0	0.0	0.0	0.0	0.0	0.0
b8c7a2e66471afe6db4c041d26580dbe	137.0	80.0	132.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a4eaef84411b57c435abd0d69a7ff1dc	11.0	0.0	47.0	0.0	17.0	25.0	0.0	0.0	10.0	15.0	0.0	0.0	70.0	141.0	80.0	66.0
26b43ed0bac29103eed4ffa04b665e23	0.0	0.0	0.0	0.0	119.0	122.0	23.0	120.0	0.0	38.0	20.0	25.0	0.0	0.0	0.0	0.0
fa3be2840777c910e6ffcce73ddc962d	48.0	0.0	242.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	19.0	49.0
1528982e2d32c9c2a3bf4bfca7169e6d	0.0	0.0	110.0	62.0	0.0	50.0	0.0	49.0	0.0	0.0	0.0	0.0	39.0	118.0	0.0	30.0
a0af1618b3d324c61805db2a197d4232	27.0	21.0	78.0	0.0	25.0	31.0	15.0	28.0	25.0	89.0	41.0	46.0	0.0	27.0	0.0	0.0
6860b5b8cb527c8ec9b28ba5f96edee9	0.0	0.0	0.0	0.0	133.0	103.0	66.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bd4fa65ff158f217fb8953a8f2f6e1a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	157.0	150.0	0.0
40fde8576598cbabf9d0c198482e9c80	0.0	7.0	0.0	0.0	123.0	43.0	35.0	43.0	42.0	118.0	0.0	36.0	0.0	0.0	0.0	0.0
2db7e5d34cc3714da5ee471a35bac371	41.0	11.0	202.0	0.0	8.0	0.0	0.0	0.0	11.0	99.0	30.0	42.0	0.0	0.0	0.0	0.0
9bd5c1fed85bb52c29195988b5f68b0c	0.0	0.0	76.0	0.0	70.0	0.0	0.0	0.0	66.0	82.0	68.0	0.0	0.0	37.0	35.0	0.0
ae0410a248328f0dc39021a2c5b27fd8	39.0	32.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	88.0	53.0
69f37b2bde330e6a6867ccae2b878e62	43.0	118.0	134.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5223e1a97e31147afd1f3523bcb585a0	27.0	16.0	72.0	0.0	8.0	0.0	0.0	0.0	10.0	95.0	34.0	138.0	0.0	0.0	0.0	0.0
d26e790e40acca747412f33bf2d326d1	0.0	0.0	0.0	0.0	0.0	91.0	0.0	200.0	0.0	0.0	0.0	23.0	0.0	47.0	34.0	0.0
520c095802537ca26bed03d407442bee	54.0	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	99.0	0.0	0.0	0.0	0.0
cbcec8b87e4911dcb7441932c394b394	0.0	0.0	0.0	0.0	68.0	51.0	48.0	155.0	3.0	17.0	19.0	22.0	0.0	0.0	0.0	0.0
2dd9e191a81b91117b77df5eac7e6048	0.0	13.0	238.0	16.0	0.0	0.0	0.0	0.0	8.0	32.0	0.0	72.0	0.0	0.0	0.0	0.0
a2900352abb6662ce9dddde801010b1a	34.0	72.0	177.0	57.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	24.0	0.0	0.0	0.0	0.0
ac74eb9e18ab45ed560fe7ad979e3b0f	29.0	24.0	75.0	24.0	0.0	0.0	0.0	0.0	0.0	49.0	28.0	146.0	0.0	0.0	0.0	0.0
ad135ec3dde2b7e9fd437fe462b6cee4	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	20.0	26.0	29.0	180.0	0.0	29.0	0.0	12.0
632d8f2dff8c0760a0f393b6d81747f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	28.0	116.0	0.0	145.0	0.0	0.0	0.0	0.0
250d7e31fb97342bd82a5a959f1d1eeb	28.0	0.0	103.0	0.0	62.0	67.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0
4b4ce44525a3f838cfb560f1ad75aa92	0.0	0.0	0.0	0.0	90.0	101.0	46.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b449f5066387be07ee577a95585d45ca	56.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	64.0	0.0	0.0	0.0	0.0
facf9ac45c98d99e52c782d99b13db30	59.0	60.0	151.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
aa539895010424f0a36b100f79d759f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	148.0	73.0	76.0
8d8f5528a01cd7a6bb7076a757edaa60	0.0	0.0	0.0	0.0	132.0	103.0	0.0	67.0	0.0	32.0	23.0	0.0	0.0	0.0	0.0	0.0
49549c51ca954122a7815a5ad34523e8	35.0	34.0	173.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0
1727e05b0ddbe1e30f9cf1cf63ac5761	39.0	30.0	187.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
6fa5964e97c852aaa9ee3976e4f6efc3	0.0	0.0	145.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	58.0	0.0	0.0
48de7c825b36457c593322dde3b85355	0.0	0.0	111.0	0.0	66.0	0.0	13.0	0.0	12.0	56.0	0.0	54.0	0.0	0.0	0.0	20.0
7acb753aa81ce027d2baa4b127d34f0f	0.0	0.0	0.0	0.0	28.0	0.0	0.0	15.0	0.0	99.0	75.0	115.0	0.0	0.0	0.0	0.0
c3a0ffef99f31fcdef7231880d112722	35.0	94.0	128.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93d4316d53a61f23f41b7894cabba8f3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	141.0	77.0	50.0
33bbf1617f1e992dfe01f450fc8e6181	0.0	0.0	104.0	0.0	0.0	0.0	0.0	8.0	0.0	68.0	42.0	102.0	0.0	0.0	0.0	0.0
87b8dffdaa9ef31ef4f387c6c6332067	12.0	18.0	40.0	74.0	0.0	8.0	0.0	0.0	13.0	60.0	32.0	59.0	0.0	0.0	0.0	0.0
b1916bd6f267b5c22606b0ca270c82dc	0.0	39.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	90.0	33.0	45.0
38cdce054aedc46fe93d4b0781511696	0.0	0.0	0.0	0.0	100.0	95.0	30.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
08bdc6c81f6b9daab3d132b54e1d45bc	0.0	51.0	148.0	0.0	10.0	0.0	0.0	0.0	0.0	20.0	0.0	23.0	0.0	50.0	0.0	11.0
ed588a1b13ffddd737c98bf5b1fbc9e9	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	23.0	66.0	52.0	93.0	0.0	0.0	0.0	0.0
bab19cb3e9b43431e42678a687433f5a	24.0	73.0	75.0	27.0	0.0	0.0	0.0	0.0	11.0	65.0	0.0	28.0	0.0	0.0	0.0	8.0
9f7cec8fc63a8c9199c0fbcfac7dddb8	0.0	50.0	212.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
