OTU,S1,S2,S3,S4,S5,S6,S7,S8,S9,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu3,108021,60378,119674,14478,7277,2314,38,13,46,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Desulfuromonadaceae,g__Desulfuromonas,
Otu2,6,2,13,15867,66427,21664,11121,5401,31755,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Trichococcus,
Otu1,5,2,8,51842,57152,30886,383,77,473,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__BVA18,,
Otu8,56697,976,982,1,0,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Desulfuromonadaceae,g__Desulfuromonas,
Otu10,67,58,98,520,367,235,1640,2242,13572,k__Bacteria,p__Verrucomicrobia,c__OPB35 soil group,,,,
Otu6,1089,682,1385,713,1207,418,1122,1601,10112,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__KD1-131,,
Otu13,1573,839,1628,1982,888,467,2057,457,2603,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__uncultured,
Otu4,161,485,1393,117,131,35,6045,330,973,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Thauera,
Otu15,1,14,17,368,306,112,1201,1383,5407,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,
Otu18,5369,1964,5110,297,555,265,24,105,345,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Blvii28 wastewater-sludge group,
Otu12,542,2791,6022,907,782,443,259,27,241,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Blvii28 wastewater-sludge group,
Otu11,183,73,195,2791,4032,1858,145,151,481,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__WCHB1-69,,
Otu25,318,142,333,48,153,70,968,1073,4997,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__uncultured,
Otu22,113,71,300,24,48,27,2631,622,3354,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Hydrogenophaga,
Otu20,1516,782,1601,803,1733,902,333,90,527,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__vadinBC27 wastewater-sludge group,
Otu5,37,97,711,6,127,22,324,421,6784,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Azoarcus,
Otu9,15,9,17,2,75,22,1578,541,4446,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Aquimonas,
Otu21,2263,1059,3122,139,235,164,317,149,730,k__Bacteria,p__Spirochaetae,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__uncultured,
Otu30,0,0,0,0,17,3,532,685,4448,k__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Planctomycetales,f__Planctomycetaceae,g__Pirellula,
Otu19,31,37,108,0,5,3,5,1012,2864,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Marinilabiaceae,g__Mangroviflexus,
Otu36,2,1878,5397,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__uncultured,
Otu32,1110,461,997,1157,515,381,321,97,520,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__uncultured,
Otu39,189,26,57,7,188,37,1601,279,2159,k__Bacteria,p__Bacteroidetes,c__Bacteroidetes VC2.1 Bac22,,,,
Otu45,14,17,68,218,267,119,1743,303,1195,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,g__Desulfobulbus,
Otu28,605,282,508,340,314,157,487,249,1485,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__uncultured,
Otu23,1597,388,986,166,298,83,1095,29,236,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__WCHB1-69,,
Otu42,0,8,48,16,19,5,2960,57,272,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,,
Otu37,1234,786,2009,99,201,54,118,73,528,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Petrimonas,
Otu81,13,24,78,4,28,36,2285,140,403,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Hydrogenophilales,f__Hydrogenophilaceae,g__uncultured,
Otu31,323,171,432,469,846,322,456,123,659,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,g__Christensenellaceae R-7 group,
Otu70,30,22,102,34,260,100,1470,217,914,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,
Otu17,27,25,101,2,208,66,170,234,3305,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,
Otu58,293,22,39,407,391,332,650,175,1096,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,
Otu27,11,11,35,7,15,4,612,401,1860,k__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Planctomycetales,f__Planctomycetaceae,g__Planctomyces,
Otu33,87,21,61,13,16,7,779,342,1579,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidia Incertae Sedis,f__Draconibacteriaceae,g__uncultured,
